,message,spanId,METHOD,traceId,username,@timestamp,is_anomaly
32,Programming on the web  I,b0029cd715624555a379067d02372196,M2,f5be464580a84c8ca7919e7cf4353ef1,6e243ecba4664af88b774433146fe0db,2023-06-16 16:47:53.161692,False
33,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,f5be464580a84c8ca7919e7cf4353ef1,6e243ecba4664af88b774433146fe0db,2023-06-16 16:47:53.293692,False
34,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,f5be464580a84c8ca7919e7cf4353ef1,6e243ecba4664af88b774433146fe0db,2023-06-16 16:47:53.469692,False
35,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,f5be464580a84c8ca7919e7cf4353ef1,6e243ecba4664af88b774433146fe0db,2023-06-16 16:47:53.616692,False
36,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.086692,False
37,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.240692,False
38,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.329692,False
39,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.482692,False
40,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.634692,False
41,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.684692,False
42,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.699692,False
43,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.817692,False
44,Programming on the web  I,b0029cd715624555a379067d02372196,M2,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.839692,False
45,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:55.911692,False
46,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:56.064692,False
47,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,fd5d46320afd4c8da6d59c5739edf61d,07c2f60e68bc41319c1efafcf5ed4841,2023-06-16 16:47:56.227692,False
48,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.105692,False
49,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.163692,False
50,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.356692,False
51,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.414692,False
52,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.564692,False
53,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.627692,False
54,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.706692,False
55,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.853692,False
56,Programming on the web  I,b0029cd715624555a379067d02372196,M2,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:47:59.940692,False
57,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:48:00.009692,False
58,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:48:00.091692,False
59,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,a3fd8b16006f43b0932aac0cfdab5eb6,c088765daa394bb3a6bf9f9a3c09d5bc,2023-06-16 16:48:00.226692,False
60,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:01.775692,False
61,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:01.872692,False
62,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:02.011692,False
63,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:02.206692,False
64,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:02.251692,False
65,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:02.429692,False
66,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:02.574692,False
67,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:02.738692,False
68,Programming on the web  I,b0029cd715624555a379067d02372196,M2,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:02.890692,False
69,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:02.957692,False
70,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:03.002692,False
71,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,eba687c01f014789bcdc55d42ce93eed,677f4a02acc14678bc20d067ba54d742,2023-06-16 16:48:03.059692,False
72,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:05.925692,False
73,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.077692,False
74,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.103692,False
75,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.277692,False
76,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.400692,False
77,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.499692,False
78,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.530692,False
79,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.642692,False
80,Programming on the web  I,b0029cd715624555a379067d02372196,M2,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.760692,False
81,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.839692,False
82,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:06.924692,False
83,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,3d94881f41e04e10a78cc5ab57e7bf2d,663664fa3c1c453ab84065c36c9b0ff7,2023-06-16 16:48:07.075692,False
84,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:08.312692,False
85,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:08.410692,False
86,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:08.463692,False
87,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:08.627692,False
88,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:08.738692,False
89,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:08.914692,False
90,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:09.007692,False
91,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:09.097692,False
92,Programming on the web  I,b0029cd715624555a379067d02372196,M2,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:09.236692,False
93,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:09.390692,False
94,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:09.536692,False
95,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,2acd88888327411d845ce4223612080f,c982a2c5d5ce44c68253c9392449c442,2023-06-16 16:48:09.598692,False
96,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:11.961692,False
97,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.059692,False
98,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.165692,False
99,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.178692,False
100,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.277692,False
101,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.443692,False
102,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.565692,False
103,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.744692,False
104,Programming on the web  I,b0029cd715624555a379067d02372196,M2,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.807692,False
105,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:12.955692,False
106,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:13.001692,False
107,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,878b9983172e47e4ac0454db69edc398,1c2eb42cf591418c8d5bc2ffe836590f,2023-06-16 16:48:13.037692,False
108,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:14.542692,False
109,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:14.575692,False
110,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:14.586692,False
111,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:14.695692,False
112,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:14.708692,False
113,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:14.803692,False
114,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:14.988692,False
115,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:15.074692,False
116,Programming on the web  I,b0029cd715624555a379067d02372196,M2,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:15.088692,False
117,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:15.120692,False
118,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:15.133692,False
119,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,3f10c745bcbb4a58a62a47f991239858,8cd18406ded84a918b4cebe0805c4315,2023-06-16 16:48:15.273692,False
120,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:17.163692,False
121,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:17.338692,False
122,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:17.428692,False
123,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:17.519692,False
124,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:17.712692,False
125,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:17.885692,False
126,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:17.971692,False
127,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:18.132692,False
128,Programming on the web  I,b0029cd715624555a379067d02372196,M2,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:18.230692,False
129,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:18.358692,False
130,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:18.371692,False
131,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,e79ed870b57b4414b4adea468b28f1ce,4cdc6b9f01a34b17b1ad19673f7dc642,2023-06-16 16:48:18.550692,False
132,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,84615c62b36c48609bebef238d163c7f,5b8175ff97b44b4b987cd93272aa00c9,2023-06-16 16:48:20.446692,False
133,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,84615c62b36c48609bebef238d163c7f,5b8175ff97b44b4b987cd93272aa00c9,2023-06-16 16:48:20.485692,False
134,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,84615c62b36c48609bebef238d163c7f,5b8175ff97b44b4b987cd93272aa00c9,2023-06-16 16:48:20.536692,False
135,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,84615c62b36c48609bebef238d163c7f,5b8175ff97b44b4b987cd93272aa00c9,2023-06-16 16:48:20.553692,False
136,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,84615c62b36c48609bebef238d163c7f,5b8175ff97b44b4b987cd93272aa00c9,2023-06-16 16:48:20.653692,False
137,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,84615c62b36c48609bebef238d163c7f,5b8175ff97b44b4b987cd93272aa00c9,2023-06-16 16:48:20.817692,False
